cust_id,age,gender,city,loyalty_segment,registration_date
1219,60,Female,Sharjah,Silver,2025-01-01
1220,60,Male,Dubai,Silver,2025-01-01
1221,60,Female,Dubai,Gold,2025-01-01
1222,30,Male,Sharjah,Gold,2025-01-01
1223,50,Male,Abu Dhabi,Gold,2025-01-01
1224,50,Female,Abu Dhabi,Silver,2025-01-01
1225,20,Male,Abu Dhabi,Gold,2025-01-01
1226,60,Male,Sharjah,Silver,2025-01-01
1227,50,Male,Sharjah,Silver,2025-01-01
1228,20,Male,Dubai,Silver,2025-01-01
1229,50,Male,Abu Dhabi,Platinum,2025-01-01
1230,60,Male,Dubai,Gold,2025-01-01
1231,40,Female,Dubai,Silver,2025-01-01
1232,60,Male,Abu Dhabi,Gold,2025-01-01
1233,30,Male,Sharjah,Platinum,2025-01-01
1234,50,Male,Sharjah,Silver,2025-01-01
1235,50,Male,Dubai,Silver,2025-01-01
1236,30,Female,Dubai,Platinum,2025-01-01
1237,30,Female,Dubai,Gold,2025-01-01
1238,40,Male,Dubai,Silver,2025-01-01
1239,50,Male,Abu Dhabi,Silver,2025-01-01
1240,50,Male,Dubai,Silver,2025-01-01
1241,40,Female,Dubai,Silver,2025-01-01
1242,20,Female,Sharjah,Platinum,2025-01-01
1243,40,Female,Sharjah,Silver,2025-01-01
1244,60,Female,Sharjah,Gold,2025-01-01
1245,50,Male,Abu Dhabi,Silver,2025-01-01
1246,30,Female,Abu Dhabi,Silver,2025-01-01
1247,60,Female,Sharjah,Silver,2025-01-01
1248,50,Male,Sharjah,Gold,2025-01-01
1249,40,Male,Dubai,Silver,2025-01-01
1250,60,Female,Dubai,Gold,2025-01-01
1251,50,Female,Abu Dhabi,Silver,2025-01-01
1252,20,Female,Abu Dhabi,Silver,2025-01-01
1253,20,Female,Dubai,Silver,2025-01-01
1254,30,Male,Sharjah,Silver,2025-01-01
1255,50,Male,Dubai,Gold,2025-01-01
1256,20,Female,Abu Dhabi,Silver,2025-01-01
1257,40,Female,Abu Dhabi,Gold,2025-01-01
1258,50,Female,Dubai,Silver,2025-01-01
1259,40,Female,Dubai,Silver,2025-01-01
1260,40,Female,Dubai,Silver,2025-01-01
1261,20,Male,Abu Dhabi,Silver,2025-01-01
1262,50,Male,Sharjah,Gold,2025-01-01
1263,60,Male,Dubai,Gold,2025-01-01
1264,20,Female,Abu Dhabi,Silver,2025-01-01
1265,20,Female,Abu Dhabi,Silver,2025-01-01
1266,50,Male,Abu Dhabi,Gold,2025-01-01
1267,50,Male,Dubai,Gold,2025-01-01
1268,40,Female,Dubai,Gold,2025-01-01
1269,50,Male,Sharjah,Silver,2025-01-01
1270,40,Female,Abu Dhabi,Silver,2025-01-01
1271,20,Female,Dubai,Platinum,2025-01-01
1272,30,Male,Abu Dhabi,Gold,2025-01-01
1273,60,Male,Abu Dhabi,Silver,2025-01-01
1274,20,Male,Sharjah,Gold,2025-01-01
1275,50,Female,Dubai,Gold,2025-01-01
1276,60,Female,Dubai,Silver,2025-01-01
1277,30,Male,Abu Dhabi,Silver,2025-01-01
1278,30,Female,Abu Dhabi,Silver,2025-01-01
1279,40,Female,Sharjah,Silver,2025-01-01
1280,60,Female,Sharjah,Gold,2025-01-01
1281,40,Male,Sharjah,Silver,2025-01-01
1282,20,Female,Sharjah,Gold,2025-01-01
1283,60,Male,Sharjah,Platinum,2025-01-01
1284,20,Male,Sharjah,Silver,2025-01-01
1285,40,Female,Abu Dhabi,Silver,2025-01-01
1286,60,Male,Sharjah,Gold,2025-01-01
1287,40,Female,Abu Dhabi,Gold,2025-01-01
1288,60,Male,Abu Dhabi,Gold,2025-01-01
1289,40,Male,Dubai,Silver,2025-01-01
1290,30,Female,Abu Dhabi,Silver,2025-01-01
1291,40,Male,Abu Dhabi,Silver,2025-01-01
1292,30,Male,Sharjah,Platinum,2025-01-01
1293,40,Male,Abu Dhabi,Silver,2025-01-01
1294,60,Female,Sharjah,Platinum,2025-01-01
1295,60,Female,Sharjah,Silver,2025-01-01
1296,60,Male,Sharjah,Platinum,2025-01-01
1297,50,Male,Dubai,Gold,2025-01-01
1298,20,Male,Sharjah,Silver,2025-01-01
1299,60,Female,Abu Dhabi,Gold,2025-01-01
1300,30,Female,Sharjah,Silver,2025-01-01
1301,60,Male,Sharjah,Silver,2025-01-01
1302,50,Female,Sharjah,Silver,2025-01-01
1303,30,Female,Dubai,Silver,2025-01-01
1304,50,Female,Abu Dhabi,Silver,2025-01-01
1305,30,Female,Dubai,Gold,2025-01-01
1306,40,Male,Abu Dhabi,Gold,2025-01-01
1307,20,Female,Dubai,Silver,2025-01-01
1308,20,Female,Abu Dhabi,Gold,2025-01-01
1309,50,Male,Dubai,Gold,2025-01-01
1310,20,Male,Sharjah,Platinum,2025-01-01
1311,50,Female,Dubai,Gold,2025-01-01
1312,50,Female,Dubai,Silver,2025-01-01
1313,50,Male,Sharjah,Silver,2025-01-01
1314,20,Male,Sharjah,Gold,2025-01-01
1315,50,Male,Abu Dhabi,Silver,2025-01-01
1316,20,Female,Abu Dhabi,Silver,2025-01-01
1317,50,Female,Abu Dhabi,Silver,2025-01-01
1318,60,Male,Dubai,Silver,2025-01-01
1319,50,Female,Abu Dhabi,Silver,2025-01-01
1320,30,Male,Dubai,Silver,2025-01-01
1321,50,Female,Dubai,Silver,2025-01-01
1322,40,Male,Abu Dhabi,Gold,2025-01-01
1323,50,Male,Abu Dhabi,Silver,2025-01-01
1324,30,Female,Dubai,Silver,2025-01-01
1325,30,Female,Sharjah,Silver,2025-01-01
1326,20,Female,Sharjah,Silver,2025-01-01
1327,60,Female,Dubai,Silver,2025-01-01
1328,50,Female,Abu Dhabi,Silver,2025-01-01
1329,20,Female,Dubai,Silver,2025-01-01
1330,60,Male,Dubai,Gold,2025-01-01
1331,50,Female,Abu Dhabi,Silver,2025-01-01
1332,40,Male,Sharjah,Silver,2025-01-01
1333,50,Male,Dubai,Silver,2025-01-01
1334,30,Female,Sharjah,Gold,2025-01-01
1335,30,Male,Sharjah,Gold,2025-01-01
1336,40,Male,Abu Dhabi,Gold,2025-01-01
1337,20,Female,Dubai,Silver,2025-01-01
1338,60,Female,Dubai,Silver,2025-01-01
1339,50,Female,Sharjah,Silver,2025-01-01
1340,30,Male,Sharjah,Gold,2025-01-01
1341,20,Female,Abu Dhabi,Silver,2025-01-01
1342,40,Female,Sharjah,Platinum,2025-01-01
1343,30,Female,Abu Dhabi,Gold,2025-01-01
1344,40,Female,Dubai,Gold,2025-01-01
1345,50,Male,Abu Dhabi,Silver,2025-01-01
1346,60,Female,Sharjah,Gold,2025-01-01
1347,30,Male,Dubai,Silver,2025-01-01
1348,30,Female,Abu Dhabi,Silver,2025-01-01
1349,50,Male,Dubai,Silver,2025-01-01
1350,20,Male,Abu Dhabi,Gold,2025-01-01
1351,60,Male,Sharjah,Silver,2025-01-01
1352,30,Female,Sharjah,Silver,2025-01-01
1353,60,Male,Dubai,Silver,2025-01-01
1354,30,Female,Dubai,Gold,2025-01-01
1355,60,Female,Dubai,Gold,2025-01-01
1356,40,Female,Abu Dhabi,Gold,2025-01-01
1357,30,Female,Sharjah,Silver,2025-01-01
1358,60,Female,Dubai,Silver,2025-01-01
1359,20,Male,Dubai,Silver,2025-01-01
1360,40,Female,Dubai,Silver,2025-01-01
1361,40,Male,Abu Dhabi,Platinum,2025-01-01
1362,20,Male,Dubai,Silver,2025-01-01
1363,60,Male,Dubai,Silver,2025-01-01
1364,50,Male,Abu Dhabi,Silver,2025-01-01
1365,20,Male,Abu Dhabi,Gold,2025-01-01
1366,60,Male,Dubai,Silver,2025-01-01
1367,20,Male,Dubai,Silver,2025-01-01
1368,20,Female,Abu Dhabi,Gold,2025-01-01
1369,30,Male,Sharjah,Silver,2025-01-01
1370,60,Female,Abu Dhabi,Gold,2025-01-01
1371,50,Male,Sharjah,Silver,2025-01-01
1372,30,Male,Dubai,Gold,2025-01-01
1373,20,Male,Dubai,Silver,2025-01-01
1374,20,Male,Sharjah,Silver,2025-01-01
1375,20,Female,Abu Dhabi,Gold,2025-01-01
1376,60,Female,Dubai,Silver,2025-01-01
1377,60,Female,Sharjah,Silver,2025-01-01
1378,30,Male,Abu Dhabi,Silver,2025-01-01
1379,50,Male,Sharjah,Gold,2025-01-01
1380,30,Male,Abu Dhabi,Silver,2025-01-01
1381,40,Female,Abu Dhabi,Platinum,2025-01-01
1382,20,Male,Abu Dhabi,Platinum,2025-01-01
1383,20,Female,Abu Dhabi,Gold,2025-01-01
1384,20,Female,Sharjah,Silver,2025-01-01
1385,30,Male,Sharjah,Silver,2025-01-01
1386,30,Male,Sharjah,Gold,2025-01-01
1387,20,Female,Sharjah,Silver,2025-01-01
1388,30,Female,Sharjah,Silver,2025-01-01
1389,60,Female,Abu Dhabi,Silver,2025-01-01
1390,60,Male,Dubai,Silver,2025-01-01
1391,30,Male,Dubai,Silver,2025-01-01
1392,20,Male,Sharjah,Silver,2025-01-01
1393,30,Male,Sharjah,Gold,2025-01-01
1394,30,Male,Dubai,Silver,2025-01-01
1395,30,Male,Abu Dhabi,Silver,2025-01-01
1396,40,Female,Sharjah,Silver,2025-01-01
1397,60,Female,Abu Dhabi,Silver,2025-01-01
1398,50,Female,Dubai,Silver,2025-01-01
1399,50,Male,Dubai,Gold,2025-01-01
1400,40,Female,Sharjah,Platinum,2025-01-01
1401,30,Male,Abu Dhabi,Silver,2025-01-01
1402,40,Male,Sharjah,Silver,2025-01-01
1403,40,Female,Dubai,Silver,2025-01-01
1404,20,Male,Abu Dhabi,Platinum,2025-01-01
1405,60,Female,Sharjah,Gold,2025-01-01
1406,50,Female,Sharjah,Gold,2025-01-01
1407,30,Male,Sharjah,Silver,2025-01-01
1408,50,Female,Dubai,Platinum,2025-01-01
1409,50,Female,Sharjah,Silver,2025-01-01
1410,60,Female,Abu Dhabi,Silver,2025-01-01
1411,50,Female,Sharjah,Gold,2025-01-01
1412,50,Male,Dubai,Platinum,2025-01-01
1413,40,Female,Sharjah,Silver,2025-01-01
1414,60,Female,Dubai,Silver,2025-01-01
1415,20,Female,Dubai,Silver,2025-01-01
1416,30,Male,Abu Dhabi,Silver,2025-01-01
1417,50,Female,Abu Dhabi,Silver,2025-01-01
1418,30,Male,Sharjah,Platinum,2025-01-01
1419,20,Female,Dubai,Gold,2025-01-01
1420,30,Female,Dubai,Gold,2025-01-01
1421,20,Female,Abu Dhabi,Gold,2025-01-01
1422,40,Male,Abu Dhabi,Silver,2025-01-01
1423,50,Male,Sharjah,Gold,2025-01-01
1424,20,Male,Dubai,Silver,2025-01-01
1425,30,Male,Abu Dhabi,Silver,2025-01-01
1426,50,Male,Sharjah,Silver,2025-01-01
1427,40,Male,Dubai,Silver,2025-01-01
1428,50,Female,Dubai,Gold,2025-01-01
1429,20,Male,Abu Dhabi,Platinum,2025-01-01
1430,40,Female,Sharjah,Silver,2025-01-01
1431,30,Male,Abu Dhabi,Gold,2025-01-01
1432,40,Male,Sharjah,Silver,2025-01-01
1433,40,Male,Dubai,Gold,2025-01-01
1434,60,Female,Sharjah,Silver,2025-01-01
1435,40,Male,Sharjah,Silver,2025-01-01
1436,40,Male,Sharjah,Silver,2025-01-01
1437,50,Female,Sharjah,Gold,2025-01-01
1438,30,Female,Sharjah,Silver,2025-01-01
1439,50,Female,Abu Dhabi,Platinum,2025-01-01
1440,50,Female,Sharjah,Silver,2025-01-01
1441,20,Male,Sharjah,Platinum,2025-01-01
1442,50,Female,Dubai,Gold,2025-01-01
1443,60,Male,Sharjah,Silver,2025-01-01
1444,60,Male,Dubai,Silver,2025-01-01
1445,20,Female,Abu Dhabi,Gold,2025-01-01
1446,30,Male,Abu Dhabi,Gold,2025-01-01
1447,30,Female,Sharjah,Gold,2025-01-01
1448,50,Male,Abu Dhabi,Silver,2025-01-01
1449,50,Female,Sharjah,Silver,2025-01-01
1450,50,Female,Abu Dhabi,Platinum,2025-01-01
1451,30,Female,Sharjah,Silver,2025-01-01
1452,40,Female,Sharjah,Silver,2025-01-01
1453,60,Female,Dubai,Silver,2025-01-01
1454,40,Female,Dubai,Gold,2025-01-01
1455,40,Male,Dubai,Gold,2025-01-01
1456,30,Male,Dubai,Silver,2025-01-01
1457,40,Male,Sharjah,Silver,2025-01-01
1458,20,Female,Abu Dhabi,Silver,2025-01-01
1459,50,Male,Sharjah,Silver,2025-01-01
1460,20,Female,Dubai,Silver,2025-01-01
1461,60,Male,Dubai,Platinum,2025-01-01
1462,50,Male,Abu Dhabi,Silver,2025-01-01
1463,40,Female,Dubai,Silver,2025-01-01
1464,60,Male,Sharjah,Gold,2025-01-01
1465,50,Male,Sharjah,Silver,2025-01-01
1466,40,Male,Sharjah,Silver,2025-01-01
1467,20,Female,Sharjah,Silver,2025-01-01
1468,50,Male,Sharjah,Silver,2025-01-01
1469,40,Female,Abu Dhabi,Platinum,2025-01-01
1470,20,Male,Sharjah,Silver,2025-01-01
1471,60,Male,Dubai,Silver,2025-01-01
1472,60,Male,Dubai,Gold,2025-01-01
1473,60,Male,Dubai,Platinum,2025-01-01
1474,60,Female,Dubai,Silver,2025-01-01
1475,30,Male,Abu Dhabi,Silver,2025-01-01
1476,50,Female,Dubai,Platinum,2025-01-01
1477,50,Female,Abu Dhabi,Silver,2025-01-01
1478,30,Male,Dubai,Gold,2025-01-01
1479,40,Male,Abu Dhabi,Gold,2025-01-01
1480,40,Female,Abu Dhabi,Gold,2025-01-01
1481,60,Female,Abu Dhabi,Silver,2025-01-01
1482,20,Male,Dubai,Silver,2025-01-01
1483,40,Male,Abu Dhabi,Gold,2025-01-01
1484,20,Male,Sharjah,Silver,2025-01-01
1485,50,Male,Sharjah,Silver,2025-01-01
1486,20,Male,Dubai,Silver,2025-01-01
1487,50,Female,Sharjah,Silver,2025-01-01
1488,30,Male,Sharjah,Platinum,2025-01-01
1489,30,Male,Sharjah,Silver,2025-01-01
1490,60,Female,Dubai,Platinum,2025-01-01
1491,40,Male,Dubai,Silver,2025-01-01
1492,60,Male,Sharjah,Silver,2025-01-01
1493,50,Female,Dubai,Silver,2025-01-01
1494,60,Male,Abu Dhabi,Gold,2025-01-01
1495,20,Female,Sharjah,Gold,2025-01-01
1496,50,Male,Dubai,Silver,2025-01-01
1497,30,Male,Dubai,Platinum,2025-01-01
1498,40,Male,Sharjah,Silver,2025-01-01
1499,50,Female,Dubai,Gold,2025-01-01
1500,50,Female,Sharjah,Platinum,2025-01-01
1501,20,Female,Dubai,Gold,2025-01-01
1502,40,Female,Abu Dhabi,Platinum,2025-01-01
1503,30,Male,Sharjah,Silver,2025-01-01
1504,50,Female,Abu Dhabi,Silver,2025-01-01
1505,50,Female,Sharjah,Silver,2025-01-01
1506,20,Female,Dubai,Silver,2025-01-01
1507,60,Male,Abu Dhabi,Gold,2025-01-01
1508,30,Male,Dubai,Silver,2025-01-01
1509,40,Female,Sharjah,Gold,2025-01-01
1510,50,Female,Sharjah,Silver,2025-01-01
1511,50,Male,Sharjah,Silver,2025-01-01
1512,30,Female,Sharjah,Gold,2025-01-01
1513,60,Female,Sharjah,Silver,2025-01-01
1514,50,Female,Abu Dhabi,Gold,2025-01-01
1515,30,Female,Sharjah,Silver,2025-01-01
1516,20,Male,Dubai,Gold,2025-01-01
1517,60,Male,Abu Dhabi,Silver,2025-01-01
1518,40,Male,Dubai,Silver,2025-01-01
1519,50,Female,Sharjah,Gold,2025-01-01
1520,30,Female,Dubai,Gold,2025-01-01
1521,20,Male,Abu Dhabi,Silver,2025-01-01
1522,40,Male,Abu Dhabi,Silver,2025-01-01
1523,30,Male,Abu Dhabi,Silver,2025-01-01
1524,30,Female,Dubai,Silver,2025-01-01
1525,40,Male,Abu Dhabi,Gold,2025-01-01
1526,20,Female,Dubai,Gold,2025-01-01
1527,20,Female,Sharjah,Silver,2025-01-01
1528,60,Male,Sharjah,Silver,2025-01-01
1529,50,Male,Dubai,Gold,2025-01-01
1530,40,Female,Abu Dhabi,Silver,2025-01-01
1531,40,Male,Dubai,Gold,2025-01-01
1532,40,Male,Dubai,Silver,2025-01-01
1533,20,Female,Dubai,Gold,2025-01-01
1534,50,Female,Sharjah,Silver,2025-01-01
1535,60,Female,Dubai,Gold,2025-01-01
1536,30,Female,Sharjah,Silver,2025-01-01
1537,30,Female,Dubai,Silver,2025-01-01
1538,40,Male,Sharjah,Gold,2025-01-01
1539,50,Female,Dubai,Silver,2025-01-01
1540,20,Female,Dubai,Silver,2025-01-01
1541,50,Female,Abu Dhabi,Silver,2025-01-01
1542,50,Male,Abu Dhabi,Silver,2025-01-01
1543,20,Female,Dubai,Platinum,2025-01-01
1544,40,Female,Dubai,Gold,2025-01-01
1545,50,Female,Dubai,Silver,2025-01-01
1546,30,Male,Dubai,Gold,2025-01-01
1547,20,Female,Abu Dhabi,Silver,2025-01-01
1548,60,Female,Sharjah,Platinum,2025-01-01
1549,40,Female,Dubai,Silver,2025-01-01
1550,20,Male,Abu Dhabi,Silver,2025-01-01
1551,60,Male,Dubai,Silver,2025-01-01
1552,60,Male,Dubai,Silver,2025-01-01
1553,50,Male,Sharjah,Silver,2025-01-01
1554,50,Female,Dubai,Silver,2025-01-01
1555,50,Female,Dubai,Gold,2025-01-01
1556,20,Male,Sharjah,Silver,2025-01-01
1557,20,Male,Sharjah,Platinum,2025-01-01
1558,40,Female,Sharjah,Silver,2025-01-01
1559,50,Female,Sharjah,Gold,2025-01-01
1560,60,Male,Abu Dhabi,Platinum,2025-01-01
1561,30,Male,Abu Dhabi,Gold,2025-01-01
1562,40,Male,Abu Dhabi,Gold,2025-01-01
1563,20,Male,Dubai,Gold,2025-01-01
1564,40,Female,Sharjah,Silver,2025-01-01
1565,40,Male,Sharjah,Gold,2025-01-01
1566,40,Male,Abu Dhabi,Silver,2025-01-01
1567,40,Female,Dubai,Silver,2025-01-01
1568,30,Female,Dubai,Silver,2025-01-01
1569,50,Female,Dubai,Gold,2025-01-01
1570,60,Female,Abu Dhabi,Silver,2025-01-01
1571,40,Female,Dubai,Silver,2025-01-01
1572,40,Male,Dubai,Silver,2025-01-01
1573,40,Male,Dubai,Platinum,2025-01-01
1574,50,Male,Sharjah,Silver,2025-01-01
1575,20,Female,Abu Dhabi,Silver,2025-01-01
1576,20,Male,Sharjah,Silver,2025-01-01
1577,30,Female,Sharjah,Platinum,2025-01-01
1578,20,Male,Abu Dhabi,Platinum,2025-01-01
1579,40,Male,Sharjah,Gold,2025-01-01
1580,40,Female,Dubai,Gold,2025-01-01
1581,40,Female,Dubai,Silver,2025-01-01
1582,30,Male,Dubai,Platinum,2025-01-01
1583,40,Male,Dubai,Silver,2025-01-01
1584,20,Male,Abu Dhabi,Silver,2025-01-01
1585,50,Male,Sharjah,Silver,2025-01-01
1586,50,Male,Sharjah,Silver,2025-01-01
1587,60,Female,Dubai,Gold,2025-01-01
1588,20,Female,Dubai,Silver,2025-01-01
1589,40,Female,Sharjah,Platinum,2025-01-01
1590,50,Female,Abu Dhabi,Silver,2025-01-01
1591,20,Male,Sharjah,Silver,2025-01-01
1592,50,Male,Dubai,Silver,2025-01-01
1593,40,Female,Dubai,Gold,2025-01-01
1594,50,Male,Abu Dhabi,Gold,2025-01-01
1595,60,Female,Sharjah,Silver,2025-01-01
1596,60,Male,Abu Dhabi,Silver,2025-01-01
1597,50,Male,Abu Dhabi,Silver,2025-01-01
1598,20,Male,Dubai,Gold,2025-01-01
1599,20,Female,Sharjah,Platinum,2025-01-01
1600,20,Female,Dubai,Silver,2025-01-01
1601,50,Female,Sharjah,Gold,2025-01-01
1602,20,Female,Dubai,Silver,2025-01-01
1603,40,Male,Dubai,Silver,2025-01-01
1604,60,Male,Sharjah,Platinum,2025-01-01
1605,40,Male,Sharjah,Silver,2025-01-01
1606,20,Male,Dubai,Silver,2025-01-01
1607,40,Female,Sharjah,Silver,2025-01-01
1608,20,Male,Dubai,Silver,2025-01-01
1609,50,Male,Sharjah,Gold,2025-01-01
1610,40,Male,Dubai,Gold,2025-01-01
1611,50,Female,Dubai,Platinum,2025-01-01
1612,50,Female,Dubai,Silver,2025-01-01
1613,30,Female,Abu Dhabi,Silver,2025-01-01
1614,20,Male,Sharjah,Silver,2025-01-01
1615,60,Female,Dubai,Silver,2025-01-01
1616,20,Male,Abu Dhabi,Platinum,2025-01-01
1617,60,Male,Dubai,Gold,2025-01-01
1618,20,Male,Abu Dhabi,Silver,2025-01-01
1619,50,Female,Dubai,Gold,2025-01-01
1620,40,Female,Dubai,Gold,2025-01-01
1621,40,Male,Abu Dhabi,Silver,2025-01-01
1622,30,Male,Abu Dhabi,Gold,2025-01-01
1623,60,Female,Sharjah,Silver,2025-01-01
1624,60,Female,Sharjah,Silver,2025-01-01
1625,60,Female,Abu Dhabi,Silver,2025-01-01
1626,50,Male,Sharjah,Silver,2025-01-01
1627,60,Male,Abu Dhabi,Silver,2025-01-01
1628,40,Male,Sharjah,Silver,2025-01-01
1629,50,Female,Dubai,Silver,2025-01-01
1630,20,Female,Sharjah,Gold,2025-01-01
1631,60,Female,Dubai,Platinum,2025-01-01
1632,60,Male,Dubai,Gold,2025-01-01
1633,20,Male,Sharjah,Silver,2025-01-01
1634,60,Female,Abu Dhabi,Silver,2025-01-01
1635,20,Male,Dubai,Silver,2025-01-01
1636,50,Female,Dubai,Silver,2025-01-01
1637,40,Male,Sharjah,Silver,2025-01-01
1638,20,Female,Abu Dhabi,Gold,2025-01-01
1639,30,Male,Abu Dhabi,Gold,2025-01-01
1640,20,Male,Sharjah,Gold,2025-01-01
1641,60,Female,Abu Dhabi,Silver,2025-01-01
1642,50,Female,Sharjah,Silver,2025-01-01
1643,50,Female,Sharjah,Gold,2025-01-01
1644,20,Female,Sharjah,Silver,2025-01-01
1645,40,Female,Dubai,Silver,2025-01-01
1646,30,Male,Dubai,Silver,2025-01-01
1647,50,Female,Dubai,Silver,2025-01-01
1648,60,Female,Sharjah,Silver,2025-01-01
1649,60,Female,Dubai,Gold,2025-01-01
1650,40,Male,Dubai,Gold,2025-01-01
1651,50,Female,Dubai,Silver,2025-01-01
1652,20,Female,Sharjah,Silver,2025-01-01
1653,60,Female,Sharjah,Gold,2025-01-01
1654,40,Male,Sharjah,Silver,2025-01-01
1655,50,Male,Dubai,Silver,2025-01-01
1656,50,Female,Abu Dhabi,Silver,2025-01-01
1657,50,Male,Dubai,Silver,2025-01-01
1658,50,Female,Dubai,Gold,2025-01-01
1659,50,Male,Sharjah,Gold,2025-01-01
1660,60,Female,Sharjah,Silver,2025-01-01
1661,40,Male,Dubai,Silver,2025-01-01
1662,50,Female,Dubai,Silver,2025-01-01
1663,30,Female,Abu Dhabi,Silver,2025-01-01
1664,30,Male,Abu Dhabi,Platinum,2025-01-01
1665,40,Female,Sharjah,Gold,2025-01-01
1666,20,Female,Abu Dhabi,Silver,2025-01-01
1667,20,Female,Abu Dhabi,Gold,2025-01-01
1668,20,Female,Sharjah,Gold,2025-01-01
1669,30,Male,Abu Dhabi,Gold,2025-01-01
1670,20,Female,Dubai,Silver,2025-01-01
1671,60,Male,Abu Dhabi,Silver,2025-01-01
1672,50,Male,Sharjah,Gold,2025-01-01
1673,30,Male,Dubai,Silver,2025-01-01
1674,40,Male,Abu Dhabi,Platinum,2025-01-01
1675,40,Female,Dubai,Gold,2025-01-01
1676,50,Female,Dubai,Platinum,2025-01-01
1677,30,Male,Abu Dhabi,Silver,2025-01-01
1678,20,Female,Abu Dhabi,Gold,2025-01-01
1679,20,Male,Sharjah,Silver,2025-01-01
1680,60,Female,Sharjah,Platinum,2025-01-01
1681,60,Female,Dubai,Silver,2025-01-01
1682,20,Female,Sharjah,Silver,2025-01-01
1683,40,Male,Dubai,Gold,2025-01-01
1684,40,Male,Dubai,Silver,2025-01-01
1685,60,Female,Sharjah,Silver,2025-01-01
1686,50,Male,Sharjah,Platinum,2025-01-01
1687,20,Male,Sharjah,Silver,2025-01-01
1688,60,Female,Abu Dhabi,Gold,2025-01-01
1689,60,Male,Dubai,Silver,2025-01-01
1690,20,Female,Dubai,Gold,2025-01-01
1691,20,Female,Dubai,Gold,2025-01-01
1692,40,Female,Sharjah,Silver,2025-01-01
1693,50,Male,Sharjah,Silver,2025-01-01
1694,50,Female,Sharjah,Silver,2025-01-01
1695,20,Female,Sharjah,Silver,2025-01-01
1696,30,Male,Sharjah,Silver,2025-01-01
1697,60,Male,Abu Dhabi,Gold,2025-01-01
1698,60,Male,Sharjah,Silver,2025-01-01
1699,20,Male,Dubai,Silver,2025-01-01
1700,30,Female,Sharjah,Gold,2025-01-01
1701,40,Male,Dubai,Silver,2025-01-01
1702,20,Male,Sharjah,Silver,2025-01-01
1703,20,Male,Sharjah,Silver,2025-01-01
1704,60,Male,Dubai,Silver,2025-01-01
1705,20,Female,Dubai,Gold,2025-01-01
1706,20,Male,Dubai,Gold,2025-01-01
1707,20,Female,Dubai,Silver,2025-01-01
1708,60,Male,Abu Dhabi,Silver,2025-01-01
1709,40,Female,Dubai,Silver,2025-01-01
1710,40,Female,Sharjah,Silver,2025-01-01
1711,20,Male,Sharjah,Platinum,2025-01-01
1712,60,Female,Abu Dhabi,Silver,2025-01-01
1713,40,Male,Dubai,Silver,2025-01-01
1714,40,Female,Sharjah,Silver,2025-01-01
1715,40,Female,Abu Dhabi,Gold,2025-01-01
1716,60,Female,Sharjah,Gold,2025-01-01
1717,60,Male,Abu Dhabi,Gold,2025-01-01
1718,20,Female,Abu Dhabi,Gold,2025-01-01
1719,50,Male,Dubai,Silver,2025-01-01
1720,40,Female,Abu Dhabi,Silver,2025-01-01
1721,50,Female,Sharjah,Silver,2025-01-01
1722,60,Female,Sharjah,Gold,2025-01-01
1723,60,Female,Dubai,Gold,2025-01-01
1724,60,Female,Dubai,Silver,2025-01-01
1725,50,Female,Abu Dhabi,Gold,2025-01-01
1726,60,Male,Dubai,Gold,2025-01-01
1727,20,Male,Sharjah,Gold,2025-01-01
1728,60,Male,Sharjah,Silver,2025-01-01
1729,30,Female,Dubai,Gold,2025-01-01
1730,50,Male,Dubai,Silver,2025-01-01
1731,30,Female,Dubai,Gold,2025-01-01
1732,60,Male,Abu Dhabi,Platinum,2025-01-01
1733,20,Male,Abu Dhabi,Silver,2025-01-01
1734,40,Female,Sharjah,Gold,2025-01-01
1735,60,Female,Abu Dhabi,Gold,2025-01-01
1736,20,Male,Abu Dhabi,Silver,2025-01-01
1737,50,Male,Abu Dhabi,Silver,2025-01-01
1738,30,Male,Abu Dhabi,Silver,2025-01-01
1739,30,Male,Sharjah,Platinum,2025-01-01
1740,30,Female,Dubai,Gold,2025-01-01
1741,50,Male,Sharjah,Silver,2025-01-01
1742,20,Female,Abu Dhabi,Silver,2025-01-01
1743,50,Female,Dubai,Silver,2025-01-01
1744,30,Male,Dubai,Silver,2025-01-01
1745,60,Female,Dubai,Silver,2025-01-01
1746,40,Male,Sharjah,Silver,2025-01-01
1747,50,Female,Dubai,Silver,2025-01-01
1748,50,Female,Sharjah,Silver,2025-01-01
1749,20,Male,Sharjah,Gold,2025-01-01
1750,20,Female,Abu Dhabi,Platinum,2025-01-01
1751,50,Female,Abu Dhabi,Gold,2025-01-01
1752,30,Male,Dubai,Gold,2025-01-01
1753,40,Female,Dubai,Silver,2025-01-01
1754,20,Female,Abu Dhabi,Silver,2025-01-01
1755,30,Male,Sharjah,Silver,2025-01-01
1756,60,Male,Sharjah,Gold,2025-01-01
1757,20,Female,Abu Dhabi,Platinum,2025-01-01
1758,30,Female,Sharjah,Gold,2025-01-01
1759,30,Female,Abu Dhabi,Gold,2025-01-01
1760,40,Male,Abu Dhabi,Gold,2025-01-01
1761,40,Female,Dubai,Silver,2025-01-01
1762,60,Female,Dubai,Silver,2025-01-01
1763,30,Female,Abu Dhabi,Silver,2025-01-01
1764,30,Female,Dubai,Silver,2025-01-01
